listing_id,high,medium,low
6875395,0.138,0.385,0.477
6838569,0.012,0.114,0.874
6930964,0.022,0.103,0.875
6838495,0.186,0.222,0.592
6899838,0.021,0.070333333,0.908666667
6946354,0.005,0.073,0.922
6899822,0.142,0.185,0.673
6941321,0.062,0.1845,0.7535
6899800,0.011,0.05,0.939
6856006,0.072,0.257,0.671
6815266,0.031,0.155,0.814
6967962,0.09,0.248,0.662
6915915,0.082,0.241,0.677
6946371,0.033,0.1425,0.8245
6930929,0.003,0.113,0.884
6890041,0.0445,0.2235,0.732
6936548,0.014,0.061,0.925
6838523,0.083,0.22225,0.69475
6829860,0.012,0.0475,0.9405
6890022,0.006,0.053,0.941
6890023,0.032,0.208583333,0.759416667
6856004,0.047,0.208666667,0.744333333
6848269,0.022,0.073333333,0.904666667
6899799,0.133666667,0.210083333,0.65625
6915918,0.021,0.13,0.849
6890019,0.088,0.263,0.649
6946361,0.051,0.096,0.853
6856014,0.1,0.217,0.683
6930933,0.028,0.222,0.75
6890044,0.025,0.101,0.874
6848302,0.117,0.201,0.682
6890028,0.08,0.1685,0.7515
6845714,0.097,0.277,0.626
6826940,0.426,0.291,0.283
6913766,0.038,0.20525,0.75675
6845703,0.141,0.07,0.789
6840695,0.134,0.170383333,0.695616667
6845718,0.139,0.205233333,0.655766667
6840697,0.386,0.372,0.242
6845720,0.386,0.372,0.242
6913770,0.169,0.276,0.555
6913775,0.247,0.336,0.417
6933665,0.023,0.183166667,0.793833333
6933659,0.135,0.392,0.473
6826944,0.044,0.183,0.773
6868765,0.03,0.196,0.774
6845704,0.012,0.1535,0.8345
6845715,0.014,0.1595,0.8265
6826943,0.601,0.214,0.185
6868763,0.129,0.2797,0.5913
6826946,0.13,0.300033333,0.569966667
6868766,0.064333333,0.186333333,0.749333333
6834538,0.046,0.184,0.77
6834537,0.107,0.336333333,0.556666667
6825109,0.005,0.059,0.936
6824481,0.006,0.047,0.947
6823696,0.027,0.139,0.834
6907521,0.391,0.307,0.302
6864786,0.031,0.268333333,0.700666667
6851720,0.332,0.4668,0.2012
7166126,0.021,0.1685,0.8105
7068739,0.021,0.1095,0.8695
7027059,0.009,0.062,0.929
7027373,0.012,0.102166667,0.885833333
6909100,0.013,0.122,0.865
7212034,0.031,0.077,0.892
6934449,0.051,0.147,0.802
7114557,0.006,0.097,0.897
6998287,0.008,0.037,0.955
6984470,0.018,0.055,0.927
6928794,0.018,0.174,0.808
7056557,0.029,0.051,0.92
6854413,0.026333333,0.073,0.900666667
6885078,0.087,0.104,0.809
6835993,0.028,0.134,0.838
6909339,0.004,0.122,0.874
6812345,0.111166667,0.1825,0.706333333
7122851,0.032,0.109,0.859
7122823,0.049,0.227,0.724
7051242,0.011,0.138,0.851
7015042,0.049,0.104,0.847
6928836,0.027,0.085,0.888
6928853,0.029,0.09,0.881
7100673,0.029,0.104,0.867
7106726,0.026,0.052,0.922
6836235,0.013,0.07,0.917
6929006,0.025,0.12,0.855
6854153,0.046,0.164,0.79
7153650,0.003,0.046,0.951
7153700,0.002,0.061,0.937
7153729,0.008,0.053,0.939
7111780,0,0.042,0.958
7082901,0,0.021,0.979
7082809,0,0.023,0.977
7153698,0,0.016,0.984
7153620,0.005,0.046,0.949
7186906,0.017,0.094,0.889
6909728,0.009,0.072,0.919
7187461,0.002,0.006,0.992
7186964,0.041,0.082,0.877
7027433,0.009,0.058,0.933
7165953,0.043,0.092,0.865
7020683,0.068,0.079,0.853
6981437,0.021,0.167,0.812
6812266,0.031,0.084,0.885
6939488,0.119,0.136,0.745
6835885,0.026,0.088,0.886
6812041,0.0795,0.0965,0.824
7156369,0.015,0.0724,0.9126
7156326,0.147,0.069,0.784
7106367,0.169,0.116,0.715
7196393,0.033,0.081,0.886
7094836,0.028,0.087,0.885
7202821,0.007,0.018,0.975
6965689,0.008,0.08,0.912
6965737,0.023,0.066,0.911
6954783,0.038,0.076,0.886
7077622,0.068,0.072,0.86
6998289,0.026,0.081,0.893
7153803,0.01025,0.03075,0.959
7106332,0.00925,0.05175,0.939
6885427,0.054,0.089,0.857
7095284,0.046,0.045,0.909
6998731,0.039,0.067,0.894
6984497,0.022,0.064333333,0.913666667
6928402,0.025,0.0596,0.9154
6928587,0.001,0.014,0.985
6885201,0.01,0.046,0.944
6885286,0.011,0.045,0.944
6961248,0.022,0.114,0.864
6928827,0.003,0.018,0.979
7156346,0.037666667,0.088333333,0.874
6954777,0.033,0.066,0.901
6961653,0.019,0.072,0.909
7080934,0.025,0.085,0.89
7020749,0.098,0.069,0.833
7156232,0.009,0.106,0.885
7014757,0.13,0.137,0.733
6885322,0.026,0.136,0.838
7026936,0.012,0.072,0.916
6965905,0.009,0.07,0.921
7034452,0.065,0.1895,0.7455
7220067,0.009,0.065,0.926
6812050,0.0388,0.1292,0.832
7114672,0.1,0.093,0.807
7166554,0.16,0.198,0.642
7034078,0.076533333,0.174466667,0.749
6972187,0.084,0.141,0.775
6977315,0.1105,0.1015,0.788
6934579,0.132,0.046,0.822
6914630,0.028,0.066,0.906
7095222,0.0715,0.123,0.8055
6976888,0.039,0.136,0.825
6976834,0.039,0.136,0.825
7056494,0.022,0.093,0.885
7014671,0.006,0.123,0.871
6984394,0.0765,0.181,0.7425
7219769,0.006,0.038,0.956
7081233,0.007,0.079,0.914
6928786,0.013,0.043,0.944
6854197,0.0095,0.0345,0.956
7213044,0.005,0.055,0.94
7034119,0.022,0.06,0.918
7034480,0.013,0.064,0.923
6961560,0.007,0.047,0.946
6972513,0.0415,0.1025,0.856
6961356,0.0215,0.0255,0.953
6914078,0.0065,0.0395,0.954
7095294,0.006,0.091,0.903
7187588,0.041,0.075466667,0.883533333
6965972,0.012,0.072,0.916
6961413,0.05,0.133,0.817
6928356,0.17,0.198,0.632
7219829,0.052,0.1345,0.8135
7087811,0.334,0.2,0.466
7100679,0.179,0.144,0.677
7138512,0.034,0.1125,0.8535
7217388,0.008,0.042,0.95
6998766,0.055,0.084333333,0.860666667
6977136,0.03,0.069333333,0.900666667
6811990,0.021,0.13,0.849
7080813,0.001,0.055,0.944
6981325,0.005,0.061,0.934
7051452,0.209,0.288,0.503
7056449,0.068,0.115,0.817
6812106,0.033,0.146666667,0.820333333
6812504,0.025,0.075,0.9
7186773,0.0238,0.0932,0.883
7122447,0.038,0.1395,0.8225
7056501,0.06,0.158,0.782
7051266,0.075,0.134,0.791
7068819,0.018,0.136,0.846
6920987,0.037,0.227,0.736
6817589,0.12,0.24,0.64
6939622,0.002,0.03,0.968
6909642,0.001,0.058,0.941
6939435,0.002,0.038,0.96
6939510,0.007,0.101,0.892
6939764,0.004,0.026,0.97
6822579,0.01,0.054,0.936
7222664,0.003,0.061833333,0.935166667
7220232,0.002,0.03775,0.96025
7138357,0.001,0.04925,0.94975
7153878,0.003,0.017,0.98
7087845,0.003,0.036666667,0.960333333
7106678,0.005,0.026,0.969
7220055,0.001,0.02075,0.97825
7220387,0.007,0.061,0.932
7222712,0.01,0.087,0.903
7222742,0.006,0.023,0.971
7222687,0.011,0.088,0.901
7222813,0.008,0.057,0.935
7056705,0.0085,0.0655,0.926
7056378,0.021,0.13,0.849
7156313,0.011,0.031,0.958
6977319,0.008,0.1485,0.8435
7056704,0.002,0.033,0.965
7056400,0.013,0.07,0.917
7020519,0.005,0.072,0.923
6939815,0.029,0.057,0.914
6939834,0.014,0.030333333,0.955666667
7187096,0.003,0.028,0.969
7018069,0.099,0.211,0.69
7100637,0.104,0.159,0.737
6992649,0.01,0.069,0.921
7068379,0.012,0.057,0.931
6998113,0.001,0.0465,0.9525
6976842,0.005,0.043,0.952
7067598,0.002,0.0516,0.9464
6977310,0.007,0.057,0.936
7114508,0.017,0.039,0.944
7068720,0.035,0.069,0.896
6998192,0.007,0.048,0.945
6822653,0.017,0.05,0.933
6869690,0.044,0.107,0.849
7187042,0.009,0.034,0.957
6928377,0.005,0.039,0.956
6992756,0.007,0.052,0.941
7017926,0.003,0.031,0.966
7056623,0.002,0.04,0.958
7138523,0.004,0.069,0.927
7153719,0.007,0.056,0.937
7186400,0.004,0.012,0.984
7187321,0.002,0.026,0.972
7068820,0.04,0.138,0.822
7056620,0.039,0.205,0.756
6854164,0.022,0.065,0.913
7067601,0.051,0.12,0.829
6965757,0.031,0.071,0.898
6981695,0.187,0.2103,0.6027
6972279,0.069,0.096,0.835
6998520,0.09875,0.132583333,0.768666667
7067834,0.039,0.111833333,0.849166667
7017937,0.012,0.0425,0.9455
7020840,0.047,0.0995,0.8535
6854154,0.063,0.223,0.714
6954762,0.039,0.399,0.562
7219944,0.017,0.072,0.911
7018015,0.047,0.1872,0.7658
6981460,0.077,0.272,0.651
6981513,0.264,0.288,0.448
7095171,0.0625,0.2985,0.639
6909111,0.344666667,0.264333333,0.391
7067516,0.005,0.028,0.967
6827845,0.083,0.126,0.791
7114504,0.026,0.0585,0.9155
7114523,0.013,0.049666667,0.937333333
6923899,0.105,0.148,0.747
7122476,0.191,0.097,0.712
7106213,0.062,0.185,0.753
6921146,0.04,0.091,0.869
7138704,0.123,0.11,0.767
7179328,0.076,0.115,0.809
7040243,0.074,0.159,0.767
7020769,0.076,0.0948,0.8292
7081200,0.024,0.101,0.875
7018063,0.023,0.076,0.901
6965826,0.112,0.255,0.633
6966078,0.08,0.117,0.803
6835810,0.12,0.093,0.787
6854366,0.116,0.105,0.779
6885254,0.036,0.277,0.687
7153760,0.033,0.19325,0.77375
7095021,0.018,0.10725,0.87475
7138319,0.073,0.139,0.788
6812339,0.0335,0.152,0.8145
6909324,0.029,0.244,0.727
6812052,0.0335,0.152,0.8145
6812424,0.03,0.176,0.794
7087784,0.0195,0.105,0.8755
7087803,0.024,0.118,0.858
7186939,0.057,0.197,0.746
7082998,0.142,0.221,0.637
7087767,0.114,0.192,0.694
6928977,0.126,0.3175,0.5565
6914189,0.0395,0.178,0.7825
7207729,0.031,0.115,0.854
7068358,0.013,0.097,0.89
6998542,0.0295,0.3235,0.647
6961772,0.024,0.105,0.871
7094614,0.011,0.058,0.931
6972318,0.083,0.209,0.708
7051326,0.039,0.074,0.887
7114436,0.018,0.07,0.912
7114520,0.088,0.116,0.796
6984393,0.018,0.086,0.896
7003844,0.082,0.109,0.809
6984430,0.3,0.132,0.568
6972207,0.065,0.15,0.785
7153836,0.37,0.198,0.432
7153875,0.308,0.063,0.629
6984391,0.341,0.097,0.562
7156368,0.064,0.1995,0.7365
6850651,0.449,0.303,0.248
6845443,0.2915,0.393833333,0.314666667
6850671,0.069,0.2145,0.7165
6845439,0.462,0.258,0.28
6850670,0.451,0.32,0.229
6822166,0.328,0.611,0.061
6840854,0.465,0.31,0.225
7100690,0.166,0.174,0.66
6888438,0.01,0.019,0.971
6914117,0.024,0.064,0.912
6850935,0.008,0.033,0.959
7106352,0.001,0.032,0.967
7034298,0.125,0.466166667,0.408833333
6992809,0.018,0.058,0.924
6914186,0.04,0.088,0.872
6863012,0.074833333,0.117166667,0.808
6873791,0.047,0.1358,0.8172
6975493,0.02,0.086333333,0.893666667
6833626,0.0195,0.0855,0.895
6868341,0.032,0.118,0.85
6927713,0.038,0.549,0.413
6960173,0.054,0.2808,0.6652
7002235,0.1425,0.2925,0.565
6902071,0.015,0.124,0.861
6901862,0.001,0.044,0.955
6867089,0.023,0.341,0.636
6867096,0.018,0.194,0.788
6935951,0.02,0.2125,0.7675
6818373,0.118,0.733,0.149
6963980,0.5776,0.156,0.2664
6959744,0.108,0.33,0.562
6816590,0.055,0.220666667,0.724333333
6902415,0.563,0.289,0.148
6906682,0.03,0.1755,0.7945
7039243,0.023,0.1906,0.7864
6815738,0.0735,0.463,0.4635
6964939,0.116,0.487166667,0.396833333
7049453,0.024,0.19575,0.78025
7050251,0.013,0.071,0.916
6867411,0.069,0.1885,0.7425
6867694,0.002,0.046,0.952
6832131,0.011,0.212,0.777
7002492,0.072,0.134,0.794
6902541,0.008,0.037,0.955
6868029,0.011,0.3259,0.6631
7141776,0.2334,0.579933333,0.186666667
7001948,0.2154,0.586933333,0.197666667
6958646,0.0915,0.324666667,0.583833333
7141136,0.019,0.203,0.778
6959218,0.071833333,0.300166667,0.628
6816220,0.2981,0.4919,0.21
6947575,0.1075,0.5535,0.339
6973441,0.2547,0.3545,0.3908
6958996,0.114,0.266666667,0.619333333
6959590,0.116583333,0.255416667,0.628
6978810,0.3255,0.4045,0.27
6996131,0.076,0.109,0.815
6868131,0.025,0.1235,0.8515
7002279,0.05,0.21325,0.73675
6867643,0.019,0.1355,0.8455
6815679,0.078,0.2426,0.6794
6964610,0.027,0.1822,0.7908
6979433,0.09,0.266333333,0.643666667
7039178,0.1235,0.28925,0.58725
7177829,0.022,0.24975,0.72825
7001800,0.012,0.118,0.87
6910478,0.052,0.26,0.688
7178303,0.125,0.333,0.542
6922386,0.145,0.545,0.31
6958381,0.081,0.331333333,0.587666667
6945567,0.025,0.227,0.748
7038969,0.105,0.344,0.551
7001889,0.039,0.264333333,0.696666667
7039545,0.116,0.255,0.629
7091378,0.22,0.189,0.591
7052232,0.1145,0.2345,0.651
7140948,0.114466667,0.178533333,0.707
6978975,0.0445,0.2505,0.705
6942686,0.06,0.391666667,0.548333333
6867192,0.023,0.089,0.888
6821805,0.017,0.072,0.911
6873427,0.065,0.151033333,0.783966667
7098636,0.025,0.0845,0.8905
7170504,0.0845,0.3265,0.589
7025429,0.435,0.230666667,0.334333333
7019337,0.069,0.246,0.685
6868165,0.055,0.282,0.663
6820528,0.072666667,0.279333333,0.648
7083526,0.1435,0.315,0.5415
6901405,0.246,0.324,0.43
7221308,0.066,0.334,0.6
7173396,0.016,0.057,0.927
7185039,0.089,0.354,0.557
7193039,0.027,0.089,0.884
7019046,0.041,0.171,0.788
6943721,0.031,0.399,0.57
6839623,0.006,0.125333333,0.868666667
6942874,0.0365,0.2535,0.71
6850207,0.065,0.211433333,0.723566667
6920346,0.03,0.1,0.87
7193930,0.023,0.119,0.858
6832327,0.0335,0.215,0.7515
6854667,0.723,0.132,0.145
6943444,0.038,0.153433333,0.808566667
6884349,0.123,0.3493,0.5277
6861347,0.11,0.422966667,0.467033333
7092562,0.105,0.30575,0.58925
7173498,0.2925,0.3865,0.321
7083524,0.04,0.084,0.876
7032270,0.028,0.08,0.892
7002056,0.1874,0.3757,0.4369
7061425,0.079,0.28505,0.63595
7084225,0.098,0.413,0.489
7019238,0.039,0.1224,0.8386
7018630,0.076,0.266583333,0.657416667
6907827,0.614,0.233,0.153
6948035,0.055,0.083666667,0.861333333
7126640,0.022,0.126,0.852
7061086,0.069,0.214,0.717
7018833,0.063,0.226,0.711
6908100,0.315,0.3155,0.3695
6895212,0.261,0.255333333,0.483666667
7018437,0.009,0.046,0.945
7084205,0.097,0.497,0.406
6873609,0.09,0.209,0.701
6853815,0.028,0.152,0.82
7083441,0.035,0.078,0.887
6991533,0.136,0.166,0.698
7120612,0.027,0.343,0.63
6821663,0.126,0.279,0.595
7158705,0.081,0.201833333,0.717166667
7019184,0.041,0.299,0.66
6925270,0.03,0.621,0.349
6859957,0.016,0.244,0.74
6882865,0.012,0.23,0.758
6818620,0.057666667,0.178,0.764333333
6993589,0.031,0.302,0.667
6940213,0.599,0.175,0.226
6837117,0.213988095,0.432011905,0.354
6952567,0.559666667,0.272333333,0.168
6944169,0.012,0.069,0.919
6966070,0.085,0.231,0.684
7111546,0.003,0.019,0.978
6972159,0.004,0.026,0.97
7111774,0.014,0.091,0.895
7187158,0.004666667,0.016333333,0.979
7087794,0.006,0.013,0.981
7087855,0.006,0.012,0.982
6965706,0.001,0.028,0.971
6909662,0.036,0.1676,0.7964
6914416,0.08625,0.18475,0.729
6934632,0.06,0.336,0.604
7094674,0.028,0.169,0.803
7202632,0.044,0.121,0.835
6899272,0.0776,0.263,0.6594
6939742,0.006,0.147333333,0.846666667
7106118,0.184,0.178,0.638
6972097,0.006,0.1018,0.8922
6994422,0.105066667,0.2723,0.622633333
6971998,0.006,0.1018,0.8922
6835848,0.002,0.021,0.977
7105224,0.003,0.058,0.939
7223843,0.01255,0.278783333,0.708666667
7000820,0.007,0.081733333,0.911266667
7034586,0.044,0.119,0.837
7029207,0.011,0.0535,0.9355
6819973,0.0245,0.1185,0.857
6885424,0.022,0.088666667,0.889333333
6891152,0.046,0.327,0.627
7109702,0.014,0.0476,0.9384
6939459,0.0156,0.0884,0.896
6841157,0.006,0.072,0.922
6815466,0.01,0.027,0.963
7207521,0.013,0.055733333,0.931266667
6913654,0.096,0.232,0.672
6972167,0.132,0.178,0.69
7040679,0.014,0.131,0.855
7166056,0.016,0.075,0.909
6939517,0.002,0.071333333,0.926666667
6857003,0.052333333,0.1075,0.840166667
6936534,0.005,0.044,0.951
6843193,0.095,0.087,0.818
6812487,0.073,0.073,0.854
6915858,0.016,0.056,0.928
6812210,0.05,0.058,0.892
6917394,0.075333333,0.124,0.800666667
6915848,0.011,0.055,0.934
7087769,0.004,0.05,0.946
6894036,0.012,0.051,0.937
7113248,0.026,0.0885,0.8855
7113508,0.013,0.048,0.939
7116572,0.0255,0.1405,0.834
7113313,0.013,0.051,0.936
6979124,0.038,0.063,0.899
6967829,0.033666667,0.12425,0.842083333
6982975,0.008,0.052,0.94
7003977,0.068,0.111,0.821
7005756,0.013,0.069,0.918
6963377,0.009,0.089,0.902
7079229,0.108,0.197,0.695
6946262,0.008,0.043,0.949
6876525,0.014,0.042,0.944
7138615,0.031,0.175,0.794
7131510,0.001,0.022,0.977
7196313,0.089,0.169,0.742
7034833,0.011,0.598,0.391
7034387,0.007,0.58,0.413
7034362,0.017,0.197333333,0.785666667
7034269,0.0195,0.2355,0.745
7017982,0.031,0.163,0.806
6854306,0.005,0.044,0.951
6900707,0.0105,0.054,0.9355
6944273,0.0785,0.1975,0.724
6846359,0.015,0.111,0.874
6863197,0.069333333,0.098,0.832666667
7148788,0.003,0.0125,0.9845
6928925,0.035,0.097,0.868
7122634,0.055333333,0.129,0.815666667
7109521,0.006,0.017,0.977
7208324,0.003,0.011,0.986
7227956,0.0495,0.195,0.7555
7228547,0.037,0.09,0.873
6966098,0.1335,0.251,0.6155
7073066,0.344616667,0.2755,0.379883333
7109137,0.002,0.02,0.978
6841687,0.03,0.12025,0.84975
7136834,0.024,0.066,0.91
7196732,0.018,0.371,0.611
7176315,0.05,0.146666667,0.803333333
7011354,0,0.0424,0.9576
7045601,0.044,0.111,0.845
7011324,0,0.0224,0.9776
6835920,0.016,0.156,0.828
7207474,0.023,0.160966667,0.816033333
6836695,0.107,0.132,0.761
6876746,0.023,0.079,0.898
6829771,0.01,0.051,0.939
6836155,0.029,0.127,0.844
7224835,0.0325,0.0686,0.8989
7113370,0.1125,0.1055,0.782
7122643,0.04,0.089,0.871
7103022,0.114333333,0.210666667,0.675
7109757,0.052,0.094,0.854
7113493,0.111,0.1,0.789
7091027,0.0525,0.1355,0.812
7122415,0.012,0.062,0.926
7090862,0.043,0.083,0.874
7059128,0.009,0.049,0.942
6976990,0.021,0.085,0.894
6963286,0.041,0.104,0.855
6983010,0.01,0.0465,0.9435
7022403,0.0265,0.0915,0.882
6974120,0.009,0.067,0.924
7113295,0.048,0.0735,0.8785
7074817,0.012,0.072,0.916
7011311,0.012,0.042,0.946
7114691,0.133666667,0.131,0.735333333
6814961,0.04875,0.09225,0.859
6882778,0.012,0.042,0.946
6913664,0.235333333,0.2795,0.485166667
7219994,0.024,0.089,0.887
7095152,0.005,0.038,0.957
7040185,0.01,0.08,0.91
7210648,0.01925,0.097,0.88375
7037314,0.016,0.079,0.905
6906696,0.012,0.121,0.867
6923880,0.008,0.037,0.955
6853520,0.014,0.138333333,0.847666667
6853028,0.046428571,0.2123,0.741271429
7131511,0.001,0.015,0.984
7155274,0.018,0.106916667,0.875083333
7153653,0.006,0.056,0.938
7128736,0.03,0.1,0.87
7094991,0.005,0.068,0.927
7095194,0.005,0.068,0.927
6977334,0.009,0.089,0.902
7080221,0.053,0.106,0.841
7038282,0.007,0.038,0.955
7016709,0.005,0.033,0.962
6853086,0.006,0.091,0.903
6903774,0,0.002,0.998
6869567,0.052,0.038,0.91
6827545,0.009,0.058,0.933
7205361,0.006,0.018,0.976
6834576,0.056,0.259183333,0.684816667
6863517,0.012,0.075,0.913
6869622,0.009,0.062,0.929
6884167,0.021,0.066,0.913
6857007,0.029,0.094,0.877
7182218,0.024,0.117,0.859
7223290,0.028,0.1045,0.8675
7116764,0.008,0.091,0.901
6960417,0.026,0.23,0.744
7082464,0.006,0.0584,0.9356
6966185,0.014,0.086,0.9
6961412,0.004,0.089,0.907
6852391,0.03,0.089,0.881
6915925,0.043,0.099,0.858
