listing_id,high,medium,low
7140948,0.0862799,0.275366623,0.638353477
6978975,0.065688563,0.400536391,0.533775046
6902415,0.588543748,0.294243706,0.117212545
6906682,0.047285708,0.213829193,0.738885098
6867694,0.007719381,0.077982086,0.914298534
6832131,0.004175042,0.144092441,0.851732517
6868029,0.007885495,0.316150274,0.67596423
6958646,0.072820468,0.415334589,0.511844942
6959218,0.064753749,0.336092971,0.59915328
6816220,0.244063473,0.485701177,0.27023535
6947575,0.106065205,0.423406545,0.47052825
6973441,0.201667841,0.377059152,0.421273007
6958996,0.120646376,0.251863822,0.627489802
6959590,0.130377504,0.255706978,0.613915518
6978810,0.221020315,0.454467012,0.324512673
6996131,0.120915429,0.332548296,0.546536275
6902541,0.008540803,0.091660577,0.89979862
7038969,0.057209979,0.23293674,0.709853281
6964610,0.028408237,0.166277166,0.805314597
7039178,0.167723783,0.377021189,0.455255028
7001889,0.021288613,0.678046229,0.300665159
6910478,0.043938854,0.234709447,0.721351699
7141776,0.304364964,0.513551204,0.182083831
7001948,0.250602872,0.596036386,0.153360742
7039545,0.077264527,0.233215968,0.689519505
7039243,0.019137953,0.152811476,0.828050571
6815738,0.093743452,0.435970118,0.47028643
6964939,0.145510314,0.478645407,0.375844278
7049453,0.044839132,0.232355732,0.722805136
7050251,0.004342178,0.081241772,0.91441605
6867411,0.105800182,0.254717637,0.639482181
6922386,0.150825763,0.477148689,0.372025548
6958381,0.077553852,0.242969216,0.679476932
6945567,0.02263675,0.269666624,0.707696627
6868131,0.039107843,0.25146773,0.709424428
7002279,0.058408757,0.3390722,0.602519044
6867643,0.036520088,0.200761658,0.762718254
6815679,0.083295304,0.346826383,0.569878314
6979433,0.067655626,0.225269016,0.707075357
7177829,0.026516611,0.182741209,0.790742181
7001800,0.013559736,0.112598148,0.873842116
7178303,0.1146817,0.337740893,0.547577407
7141136,0.018031067,0.177402707,0.804566226
7056401,0.023299075,0.086392378,0.890308546
7056571,0.037749038,0.172723359,0.789527603
6994401,0.001659523,0.035305349,0.963035128
6997460,0.040179323,0.256078542,0.703742134
7128118,0.013783126,0.159947616,0.826269259
7137866,0.130559555,0.399973957,0.469466488
6997459,0.027122614,0.185796712,0.787080674
7166021,0.002679001,0.127546985,0.869774014
6954187,0.038537522,0.307844497,0.653617981
7039741,0.072130011,0.191462759,0.73640723
6992033,0.079617864,0.129801948,0.790580188
7116972,0.148672822,0.379634863,0.471692316
7008718,0.172562588,0.270497126,0.556940286
6971578,0.058013524,0.139990098,0.801996379
7008715,0.21146989,0.378443364,0.410086745
7008716,0.005648547,0.089565827,0.904785626
7045256,0.005648547,0.089565827,0.904785626
6900991,0.023529944,0.128691037,0.847779018
6983569,0.02804677,0.179084635,0.792868595
7002024,0.098428653,0.328104946,0.573466401
6907196,0.039126112,0.227116683,0.733757205
6941974,0.061355657,0.109750581,0.828893762
6879509,0.203425567,0.351088127,0.445486305
6826879,0.082440476,0.201019683,0.71653984
6879598,0.074912887,0.406161463,0.51892565
6912102,0.043749814,0.263374317,0.692875868
6879841,0.023582501,0.157221742,0.819195757
6862229,0.011887156,0.045929914,0.94218293
6911779,0.003130115,0.039466618,0.957403267
7003073,0.000941182,0.085247054,0.913811764
7024002,0.013953366,0.405892741,0.580153893
7025410,0.015701483,0.235618846,0.748679671
6936864,0.015296649,0.306692217,0.678011135
6826501,0.045611167,0.374677683,0.57971115
6983551,0.17641826,0.104321477,0.719260263
6936233,0.036780082,0.099159132,0.864060786
7023943,0.110036752,0.325402439,0.564560809
7032031,0.090814625,0.166302462,0.742882913
7006469,0.024451735,0.18643416,0.789114105
6982398,0.053114349,0.214024812,0.732860839
6832514,0.034401372,0.190643887,0.774954741
6831409,0.023461979,0.103520549,0.873017471
7026170,0.022618127,0.096156537,0.881225336
7002558,0.139082536,0.402514844,0.458402619
6816173,0.011413181,0.122996794,0.865590024
6935352,0.066026739,0.149516993,0.784456268
6816020,0.004796558,0.04120974,0.953993702
6911137,0.008236987,0.132265092,0.859497921
6816547,0.004612548,0.036836204,0.958551249
6816364,0.012434858,0.118768722,0.86879642
7002064,0.045862564,0.137362092,0.816775343
6842515,0.065834404,0.24439056,0.689775036
6936247,0.038964927,0.157069165,0.803965908
6815501,0.004612548,0.036836204,0.958551249
6931846,0.006545986,0.038886464,0.95456755
6826005,0.030414272,0.44877363,0.520812099
6936966,0.072049083,0.252315621,0.675635296
6878714,0.010122237,0.062445342,0.92743242
6906104,0.044769243,0.451461503,0.503769253
6906762,0.032242072,0.218385503,0.749372424
6936087,0.034942216,0.24458962,0.720468164
7024454,0.050259089,0.255222581,0.694518331
6832416,0.047917168,0.445426435,0.506656397
6959121,0.220263232,0.412308492,0.367428276
6847986,0.161045917,0.399713556,0.439240527
6831336,0.191781653,0.37353742,0.434680926
6906874,0.078192631,0.319458495,0.602348875
6983183,0.016295807,0.13371838,0.849985813
7002634,0.007117571,0.094779097,0.898103333
6959133,0.062759159,0.216561495,0.720679346
7063425,0.041697704,0.160841806,0.797460491
6816274,0.078093969,0.358563951,0.56334208
6936661,0.056881516,0.477226483,0.465892001
7024232,0.050958826,0.196692737,0.752348436
7006516,0.085261178,0.25341847,0.661320352
6936863,0.054218106,0.200420593,0.745361301
6860595,0.021009016,0.080851038,0.898139946
7038560,0.011357321,0.099580162,0.889062517
6941679,0.014484086,0.089316251,0.896199663
6932817,0.010731173,0.087514378,0.901754449
7038919,0.058971612,0.412103536,0.528924852
6831660,0.043857134,0.182560375,0.773582491
6818787,0.03213771,0.431952323,0.535909967
6849395,0.026366099,0.377570212,0.596063689
6936321,0.002119004,0.067025093,0.930855903
6980248,0.003766753,0.166942357,0.82929089
6945838,0.045562184,0.300958399,0.653479417
6818472,0.016968894,0.279226775,0.703804331
6919179,0.195073913,0.461174944,0.343751143
6887272,0.003809873,0.129654999,0.866535128
7186451,0.027468987,0.16463397,0.807897043
6838011,0.145942292,0.208350571,0.645707137
7219827,0.041480535,0.189924334,0.768595131
6838584,0.003666738,0.062448991,0.93388427
6838837,0.15857001,0.426967391,0.414462599
6839074,0.49502106,0.312538963,0.192439977
6844006,0.049186152,0.247991219,0.702822628
6836989,0.136691646,0.603371988,0.259936366
7029880,0.280463317,0.366663636,0.352873047
6823696,0.019481425,0.294994819,0.685523756
6825109,0.005201793,0.365012407,0.629785801
6824481,0.006694451,0.050290677,0.943014872
6907521,0.58690051,0.268558046,0.144541444
6864786,0.037212545,0.342014027,0.620773428
6851720,0.455011849,0.384948041,0.16004011
7210546,0.033418904,0.420994934,0.545586162
7211862,0.064465267,0.258279126,0.677255607
7209586,0.09565115,0.431579617,0.472769233
7211419,0.063774512,0.246456562,0.689768925
6997499,0.03072227,0.349160711,0.620117018
7003679,0.035827879,0.36421138,0.599960741
7219519,0.033518601,0.260074388,0.706407011
6856937,0.015113397,0.241125125,0.743761479
6869188,0.079070226,0.422151708,0.498778066
7003682,0.102865023,0.372708593,0.524426383
6997159,0.196032536,0.359461934,0.44450553
7219526,0.219967106,0.57356738,0.206465514
7222148,0.62469027,0.298368341,0.076941389
7084350,0.177038463,0.423538939,0.399422598
6868529,0.075663157,0.407198188,0.517138655
6835568,0.017200729,0.191957134,0.790842137
6856437,0.023081961,0.170907549,0.806010489
6986688,0.02851416,0.333525161,0.63796068
7003225,0.340466292,0.347200492,0.312333216
6856435,0.539059715,0.343464304,0.11747598
7219527,0.086629581,0.367456235,0.545914184
6881271,0.047259505,0.385565803,0.567174692
7101032,0.193879301,0.341152262,0.464968438
7222875,0.149450304,0.364855834,0.485693862
7166501,0.634037554,0.279501372,0.086461075
7213479,0.742297735,0.186483161,0.071219104
7009628,0.251280224,0.417845504,0.330874272
6851197,0.59132995,0.307162773,0.101507278
6822838,0.101779353,0.222975266,0.675245381
7222946,0.185509234,0.257254474,0.557236292
7349531,0.274343848,0.291455098,0.434201054
7202930,0.054587799,0.351708362,0.593703839
7203064,0.19676586,0.273956107,0.529278033
7197025,0.269413014,0.412041431,0.318545555
7187221,0.111941433,0.445587802,0.442470766
7181201,0.062766635,0.476765156,0.460468209
7187186,0.076763273,0.646746155,0.276490572
7112075,0.031520147,0.220320101,0.748159752
6869756,0.144332651,0.434514498,0.421152851
6909794,0.095001069,0.439412635,0.465586296
7179673,0.104470692,0.404554196,0.490975112
7020934,0.153796282,0.419182307,0.427021411
7206124,0.117958403,0.3829443,0.499097297
7206162,0.080917199,0.358607801,0.560475
7217247,0.267138383,0.423534739,0.309326878
7206159,0.173533999,0.43268606,0.393779941
7077014,0.096635485,0.380962074,0.522402441
7008734,0.175063976,0.402662892,0.422273133
7166126,0.016020128,0.070565257,0.913414615
7068739,0.02525018,0.155895512,0.818854309
7027059,0.009138145,0.053657144,0.937204711
7027373,0.024573543,0.051539234,0.923887223
6909100,0.008105656,0.077269662,0.914624682
7212034,0.006069469,0.068407173,0.925523358
6909728,0.015393296,0.056524347,0.928082357
6934449,0.018030001,0.069333573,0.912636426
6984470,0.007225595,0.046851556,0.945922849
7014757,0.142772678,0.169501847,0.687725475
6928794,0.012748584,0.122057312,0.865194104
7056557,0.019096387,0.038341986,0.942561627
6854413,0.015850143,0.022376399,0.961773459
6885078,0.040436746,0.015005855,0.944557399
6835993,0.031054885,0.070352609,0.898592506
6909339,0.013074488,0.068899716,0.918025796
6812345,0.103270418,0.127760512,0.768969069
7122851,0.02205414,0.059860994,0.918084866
7122823,0.045417239,0.112241068,0.842341693
7051242,0.016861261,0.073015779,0.91012296
7015042,0.036773038,0.042872986,0.920353976
6928836,0.010765505,0.027889429,0.961345066
6928853,0.00795037,0.018662175,0.973387456
7100673,0.021709805,0.079363786,0.898926409
7106726,0.033743017,0.023577802,0.94267918
7114557,0.0083141,0.028872036,0.962813864
6998287,0.00470568,0.02923194,0.96606238
6836235,0.008680277,0.07842518,0.912894544
6929006,0.046425488,0.208563682,0.74501083
6854153,0.009290499,0.080615924,0.910093577
7153650,0.001552083,0.031998715,0.966449202
7153700,0.00259375,0.020789585,0.976616665
7095294,0.009151794,0.051406127,0.939442079
7153729,0.004494306,0.049766897,0.945738796
7111780,0.001066961,0.02189698,0.97703606
7082901,0.004419869,0.029086586,0.966493546
7082809,0.001464026,0.01950418,0.979031795
7153698,0.000218746,0.014144172,0.985637082
7153620,0.003123744,0.029744734,0.967131522
7186906,0.010638178,0.082716432,0.90664539
7187461,0.00010467,0.014093702,0.985801628
7186964,0.030098631,0.049211803,0.920689566
7068820,0.029356273,0.154006362,0.816637366
7027433,0.008118315,0.031692526,0.960189159
7165953,0.015834988,0.042237666,0.941927347
7020683,0.037618229,0.088982016,0.873399755
6981437,0.013130068,0.092262862,0.894607069
6812266,0.025756605,0.043994727,0.930248667
6939488,0.06995273,0.090333044,0.839714226
6835885,0.016365931,0.064917678,0.918716392
6812041,0.047301869,0.091855662,0.860842469
7156369,0.007769035,0.072396867,0.919834098
7156326,0.090025605,0.042945849,0.867028546
7106367,0.130296287,0.109181938,0.760521775
7196393,0.032646368,0.056989492,0.910364141
7094836,0.017791904,0.071730636,0.91047746
7207729,0.012549398,0.021620911,0.965829691
7202821,0.00141219,0.010995385,0.987592425
6965689,0.004155375,0.049167896,0.94667673
6965737,0.016845977,0.117036582,0.866117441
6954783,0.023401907,0.016868461,0.959729633
7077622,0.055045285,0.061006619,0.883948096
6998289,0.015885159,0.047343528,0.936771312
7153803,0.004200855,0.023799386,0.971999759
7106332,0.005909375,0.030427186,0.963663439
6998731,0.033562452,0.085133745,0.881303803
6928402,0.022897212,0.091771035,0.885331753
6928587,0.006353655,0.013952338,0.979694008
6885201,0.015378846,0.053502914,0.93111824
6885286,0.007075393,0.050038011,0.942886596
6961248,0.018999833,0.067548052,0.913452115
6928827,0.001261062,0.005096277,0.993642661
7156346,0.02592803,0.049417515,0.924654455
6954777,0.035016667,0.056754369,0.908228964
6961653,0.02375,0.040099208,0.936150792
7080934,0.041573529,0.044765875,0.913660596
7020749,0.100666667,0.07762963,0.821703704
7156232,0.003981786,0.070076956,0.925941258
6885322,0.020966595,0.057828655,0.921204749
6965972,0.013587724,0.033838247,0.952574029
7026936,0.010580366,0.097032167,0.892387467
6965905,0.011394778,0.032546369,0.956058853
7114508,0.008136963,0.040319092,0.951543945
6961413,0.0071431,0.047349693,0.945507207
6954762,0.026490446,0.27727983,0.696229724
7068720,0.01827124,0.074159506,0.907569253
6998192,0.002750803,0.020262155,0.976987042
6822653,0.003351483,0.040668873,0.955979645
6928356,0.206643606,0.156146962,0.637209433
7068358,0.014119682,0.136395221,0.849485096
6998542,0.024149449,0.256204931,0.71964562
6961772,0.017625,0.031831447,0.950543553
